,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location
439851,202035422,3410,TOWED MOTOR VEHICLE,B2,330,0,5/22/2020 17:31,2020,5,Friday,17,BLUE HILL AVE,42.304339,-71.084778,"(42.30433900, -71.08477800)"
442408,202032655,614,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,0,5/11/2020 9:37,2020,5,Monday,9,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
454044,202020260,2662,BALLISTICS EVIDENCE/FOUND,B3,427,0,3/13/2020 22:06,2020,3,Friday,22,BABSON ST,42.274916,-71.092204,"(42.27491600, -71.09220400)"
459557,202014301,3115,INVESTIGATE PERSON,E18,520,0,2/21/2020 17:45,2020,2,Friday,17,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
471409,202001415,1001,FORGERY / COUNTERFEITING,A7,28,0,1/3/2020 0:00,2020,1,Friday,0,PARIS ST,42.370817,-71.03929,"(42.37081700, -71.03929000)"
468585,202004483,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,77,0,1/17/2020 12:53,2020,1,Friday,12,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
427669,202048508,3114,INVESTIGATE PROPERTY,D4,167,0,7/9/2020 19:07,2020,7,Thursday,19,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
459436,202014433,617,LARCENY THEFT FROM BUILDING,D4,130,0,2/22/2020 9:45,2020,2,Saturday,9,DARTMOUTH ST,42.349688,-71.077112,"(42.34968800, -71.07711200)"
457289,202016757,531,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN),C11,823,0,3/1/2020 3:20,2020,3,Sunday,3,SAWYER AVE,42.313013,-71.063169,"(42.31301300, -71.06316900)"
457596,202016432,611,LARCENY PICK-POCKET,A1,111,0,2/29/2020 1:11,2020,2,Saturday,1,TREMONT ST,42.355407,-71.063124,"(42.35540700, -71.06312400)"
457848,202016162,3115,INVESTIGATE PERSON,A1,111,0,2/28/2020 13:49,2020,2,Friday,13,WINTER ST,42.355719,-71.061108,"(42.35571900, -71.06110800)"
456077,202018077,2647,THREATS TO DO BODILY HARM,E18,544,0,3/6/2020 8:05,2020,3,Friday,8,AUSTIN ST,42.261074,-71.125838,"(42.26107400, -71.12583800)"
440287,202034950,3114,INVESTIGATE PROPERTY,E5,660,1,5/20/2020 23:26,2020,5,Wednesday,23,PRESIDENT RD,42.294421,-71.138616,"(42.29442100, -71.13861600)"
447810,202026915,801,ASSAULT - SIMPLE,B3,477,0,4/14/2020 2:27,2020,4,Tuesday,2,STONECREST RD,42.277237,-71.106266,"(42.27723700, -71.10626600)"
428858,202047251,423,ASSAULT - AGGRAVATED,A7,907,0,7/5/2020 7:53,2020,7,Sunday,7,SUMNER ST,42.370261,-71.0429,"(42.37026100, -71.04290000)"
456484,202017630,3301,VERBAL DISPUTE,C11,462,0,3/4/2020 17:03,2020,3,Wednesday,17,BOWDOIN AVE,42.300909,-71.074258,"(42.30090900, -71.07425800)"
428039,202048111,1402,VANDALISM,C11,355,0,6/29/2020 0:00,2020,6,Monday,0,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
431359,202044572,724,AUTO THEFT,B2,312,0,6/24/2020 9:30,2020,6,Wednesday,9,HOLWORTHY ST,42.316321,-71.08923,"(42.31632100, -71.08923000)"
465013,202008383,1402,VANDALISM,B2,280,0,1/31/2020 15:32,2020,1,Friday,15,DUDLEY ST,42.328725,-71.083822,"(42.32872500, -71.08382200)"
457130,202016929,1102,FRAUD - FALSE PRETENSE / SCHEME,A1,61,0,3/1/2020 16:00,2020,3,Sunday,16,LEGENDS WAY,42.366435,-71.061354,"(42.36643500, -71.06135400)"
461342,202012388,615,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,200,0,1/1/2020 6:00,2020,1,Wednesday,6,W BROADWAY,42.341287,-71.054679,"(42.34128700, -71.05467900)"
442992,202032046,3410,TOWED MOTOR VEHICLE,D4,273,0,5/8/2020 7:49,2020,5,Friday,7,MASSACHUSETTS AVE,42.338993,-71.080085,"(42.33899300, -71.08008500)"
450468,202024073,3111,LICENSE PREMISE VIOLATION,B2,612,0,3/31/2020 12:35,2020,3,Tuesday,12,LONGWOOD AVE,42.337441,-71.10428,"(42.33744100, -71.10428000)"
455129,202019088,3805,M/V ACCIDENT - POLICE VEHICLE,C11,363,0,3/9/2020 19:51,2020,3,Monday,19,ADAMS ST,42.29351,-71.05719,"(42.29351000, -71.05719000)"
452673,202021721,3301,VERBAL DISPUTE,C11,367,0,3/20/2020 11:37,2020,3,Friday,11,ASHMONT ST,42.288647,-71.053979,"(42.28864700, -71.05397900)"
427024,202049192,3301,VERBAL DISPUTE,C6,914,0,7/12/2020 14:49,2020,7,Sunday,14,GENERAL LAWRENCE J LOGAN WAY,42.327796,-71.054356,"(42.32779600, -71.05435600)"
449939,202024645,619,LARCENY ALL OTHERS,C6,191,0,4/2/2020 16:30,2020,4,Thursday,16,DORCHESTER AVE,42.329037,-71.056945,"(42.32903700, -71.05694500)"
462709,202010860,1102,FRAUD - FALSE PRETENSE / SCHEME,E13,574,0,1/30/2020 8:41,2020,1,Thursday,8,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
430087,202045932,3114,INVESTIGATE PROPERTY,E18,520,0,6/30/2020 14:40,2020,6,Tuesday,14,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
455089,202019130,520,BURGLARY - RESIDENTIAL,A15,900,0,3/9/2020 22:19,2020,3,Monday,22,DECATUR ST,42.378291,-71.05387,"(42.37829100, -71.05387000)"
446603,202028184,617,LARCENY THEFT FROM BUILDING,D4,167,0,4/19/2020 11:15,2020,4,Sunday,11,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
443785,202031195,3301,VERBAL DISPUTE,B2,259,0,5/4/2020 12:51,2020,5,Monday,12,QUINCY ST,42.312105,-71.072567,"(42.31210500, -71.07256700)"
441348,202033806,3005,SICK ASSIST,E5,556,0,5/15/2020 19:40,2020,5,Friday,19,SEYMOUR ST,42.279017,-71.120598,"(42.27901700, -71.12059800)"
431279,202044659,619,LARCENY ALL OTHERS,E5,713,0,6/24/2020 15:30,2020,6,Wednesday,15,CHESTNUT RD,42.264516,-71.160139,"(42.26451600, -71.16013900)"
467918,202005192,2905,VAL - VIOLATION OF AUTO LAW,B2, ,0,1/20/2020 9:20,2020,1,Monday,9,CRAWFORD ST,42.314997,-71.091944,"(42.31499700, -71.09194400)"
456711,202017386,3410,TOWED MOTOR VEHICLE,E18,495,0,3/3/2020 19:57,2020,3,Tuesday,19,PROVIDENCE ST,42.265123,-71.122714,"(42.26512300, -71.12271400)"
461249,202012488,3006,SICK/INJURED/MEDICAL - PERSON,B3,409,0,2/14/2020 20:42,2020,2,Friday,20,RIVER ST,42.27152,-71.076758,"(42.27152000, -71.07675800)"
454360,202019920,3301,VERBAL DISPUTE,A1,128,0,3/12/2020 16:50,2020,3,Thursday,16,ARLINGTON ST,42.348669,-71.069389,"(42.34866900, -71.06938900)"
456868,202017216,3201,PROPERTY - LOST/ MISSING,C11,355,0,3/2/2020 18:00,2020,3,Monday,18,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
467894,202005217,615,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,330,0,1/20/2020 10:33,2020,1,Monday,10,COLUMBIA RD,42.304439,-71.082171,"(42.30443900, -71.08217100)"
430643,202045342,520,BURGLARY - RESIDENTIAL,B3,449,0,6/28/2020 1:01,2020,6,Sunday,1,MILLET ST,42.292099,-71.076347,"(42.29209900, -71.07634700)"
463342,202010180,1501,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,613,0,2/6/2020 18:07,2020,2,Thursday,18,PILGRIM RD,42.338067,-71.109782,"(42.33806700, -71.10978200)"
454147,202020147,520,BURGLARY - RESIDENTIAL,A1,127,0,3/13/2020 14:45,2020,3,Friday,14,TREMONT ST,42.348685,-71.066088,"(42.34868500, -71.06608800)"
464379,202009058,3410,TOWED MOTOR VEHICLE,E13, ,0,2/3/2020 9:08,2020,2,Monday,9,ATHERTON ST,42.318758,-71.102122,"(42.31875800, -71.10212200)"
461332,202012399,3803,M/V ACCIDENT - PERSONAL INJURY,E18,501,0,2/14/2020 16:13,2020,2,Friday,16,HYDE PARK AVE,42.280635,-71.118896,"(42.28063500, -71.11889600)"
447579,202027160,3115,INVESTIGATE PERSON,B3,424,0,4/15/2020 8:46,2020,4,Wednesday,8,GLADESIDE AVE,42.272054,-71.087154,"(42.27205400, -71.08715400)"
434283,202041432,3115,INVESTIGATE PERSON,A7,20,0,6/13/2020 19:46,2020,6,Saturday,19,PUTNAM ST,42.376788,-71.030228,"(42.37678800, -71.03022800)"
472289,202000451,613,LARCENY SHOPLIFTING,D4,619,0,1/2/2020 17:43,2020,1,Thursday,17,MASSACHUSETTS AVE,42.344395,-71.08632,"(42.34439500, -71.08632000)"
433150,202042649,2647,THREATS TO DO BODILY HARM,B2,316,0,6/18/2020 14:30,2020,6,Thursday,14,RUTHVEN ST,42.313023,-71.090735,"(42.31302300, -71.09073500)"
428966,202047137,724,AUTO THEFT,C6,200,0,7/4/2020 21:15,2020,7,Saturday,21,W BROADWAY,42.341287,-71.054679,"(42.34128700, -71.05467900)"
455552,202018636,3301,VERBAL DISPUTE,C6,225,0,3/8/2020 4:08,2020,3,Sunday,4,H ST,42.335094,-71.04155,"(42.33509400, -71.04155000)"
437452,202037993,2670,HARASSMENT/ CRIMINAL HARASSMENT,E5,691,0,6/1/2020 12:50,2020,6,Monday,12,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
450354,202024199,3201,PROPERTY - LOST/ MISSING,D4,167,0,3/30/2020 7:45,2020,3,Monday,7,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
433656,202042102,724,AUTO THEFT,D4,130,0,3/24/2020 12:00,2020,3,Tuesday,12,CLARENDON ST,42.347712,-71.073749,"(42.34771200, -71.07374900)"
453519,202020806,3410,TOWED MOTOR VEHICLE,C6,230,0,3/16/2020 7:43,2020,3,Monday,7,E SIXTH ST,42.333108,-71.036329,"(42.33310800, -71.03632900)"
450897,202023617,3115,INVESTIGATE PERSON,B3,420,0,3/29/2020 0:20,2020,3,Sunday,0,LORNA RD,42.27802,-71.084032,"(42.27802000, -71.08403200)"
432991,202042812,641,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,A7,24,0,6/18/2020 20:15,2020,6,Thursday,20,MERIDIAN ST,42.378263,-71.039184,"(42.37826300, -71.03918400)"
427034,202049182,619,LARCENY ALL OTHERS,E13,569,0,7/8/2020 19:45,2020,7,Wednesday,19,WASHINGTON ST,42.303074,-71.110818,"(42.30307400, -71.11081800)"
462766,202010800,3301,VERBAL DISPUTE,A7,24,0,2/9/2020 1:13,2020,2,Sunday,1,MARION ST,42.378784,-71.037717,"(42.37878400, -71.03771700)"
447623,202027115,3115,INVESTIGATE PERSON,B2,290,0,4/14/2020 23:34,2020,4,Tuesday,23,ROXBURY ST,42.330191,-71.093557,"(42.33019100, -71.09355700)"
444627,202030294,614,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,465,0,4/25/2020 23:30,2020,4,Saturday,23,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
437705,202037722,3108,FIRE REPORT,E5,822,0,5/31/2020 16:31,2020,5,Sunday,16,EDGEMERE RD,42.258676,-71.151164,"(42.25867600, -71.15116400)"
446916,202027853,724,AUTO THEFT,B2,308,0,4/18/2020 16:00,2020,4,Saturday,16,HAROLD PARK,42.319335,-71.087969,"(42.31933500, -71.08796900)"
447673,202027065,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,325,0,4/14/2020 18:18,2020,4,Tuesday,18,WOODCLIFF ST,42.316102,-71.077562,"(42.31610200, -71.07756200)"
445286,202029588,619,LARCENY ALL OTHERS,D14,778,0,4/6/2020 0:00,2020,4,Monday,0,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
445588,202029268,614,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,444,0,4/25/2020 14:43,2020,4,Saturday,14,ABBOT ST,42.296861,-71.085841,"(42.29686100, -71.08584100)"
442713,202032339,613,LARCENY SHOPLIFTING,B3,406,0,5/9/2020 14:26,2020,5,Saturday,14,RIVER ST,42.271302,-71.074423,"(42.27130200, -71.07442300)"
450585,202023949,2905,VAL - VIOLATION OF AUTO LAW,E18,502,0,3/30/2020 18:36,2020,3,Monday,18,HYDE PARK AVE,42.285951,-71.118802,"(42.28595100, -71.11880200)"
453445,202020882,3115,INVESTIGATE PERSON,D14,778,0,3/16/2020 13:06,2020,3,Monday,13,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
469420,202003575,3005,SICK ASSIST,E18,522,0,1/14/2020 9:50,2020,1,Tuesday,9,HYDE PARK AVE,42.249479,-71.126487,"(42.24947900, -71.12648700)"
431659,202044250,616,LARCENY THEFT OF BICYCLE,C6,214,0,6/23/2020 18:00,2020,6,Tuesday,18,W BROADWAY,42.338366,-71.05015,"(42.33836600, -71.05015000)"
444787,202030121,3115,INVESTIGATE PERSON,D14,778,0,4/29/2020 16:30,2020,4,Wednesday,16,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
457925,202016074,1106,FRAUD - CREDIT CARD / ATM FRAUD,D4,167,0,2/28/2020 10:00,2020,2,Friday,10,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
428035,202048115,617,LARCENY THEFT FROM BUILDING,D14,799,0,7/7/2020 17:30,2020,7,Tuesday,17,MALVERN ST,42.35382,-71.12484,"(42.35382000, -71.12484000)"
455104,202019114,3820,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B3,426,0,3/9/2020 20:58,2020,3,Monday,20,RIVER ST,42.268714,-71.092211,"(42.26871400, -71.09221100)"
437052,202038425,801,ASSAULT - SIMPLE,E5,691,0,6/2/2020 21:47,2020,6,Tuesday,21,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
453143,202021219,2610,TRESPASSING,C6,174,0,3/18/2020 1:05,2020,3,Wednesday,1,ELLERY ST,42.330691,-71.05826,"(42.33069100, -71.05826000)"
460453,202013337,1402,VANDALISM,A1,117,0,2/18/2020 12:48,2020,2,Tuesday,12,WASHINGTON ST,42.288738,-71.071126,"(42.28873800, -71.07112600)"
468513,202004563,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,199,0,1/16/2020 15:00,2020,1,Thursday,15,W FOURTH ST,42.341337,-71.056684,"(42.34133700, -71.05668400)"
452741,202021648,3115,INVESTIGATE PERSON,E18,499,0,3/20/2020 0:23,2020,3,Friday,0,HYDE PARK AVE,42.277719,-71.119293,"(42.27771900, -71.11929300)"
443818,202031160,3001,DEATH INVESTIGATION,B2,280,0,5/4/2020 9:54,2020,5,Monday,9,DUDLEY ST,42.328725,-71.083822,"(42.32872500, -71.08382200)"
459419,202014451,1001,FORGERY / COUNTERFEITING,B2,614,0,1/29/2020 0:00,2020,1,Wednesday,0,BROOKLINE AVE,42.339623,-71.106497,"(42.33962300, -71.10649700)"
448210,202026494,423,ASSAULT - AGGRAVATED,C11,356,0,4/11/2020 20:32,2020,4,Saturday,20,CHARLES ST,42.300605,-71.061267,"(42.30060500, -71.06126700)"
440833,202034367,616,LARCENY THEFT OF BICYCLE,E13,574,0,5/18/2020 12:40,2020,5,Monday,12,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
467144,202006049,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,172,0,1/23/2020 12:00,2020,1,Thursday,12,S BAY AVE,42.33383,-71.066056,"(42.33383000, -71.06605600)"
448559,202026123,520,BURGLARY - RESIDENTIAL,C11,345,0,4/9/2020 23:26,2020,4,Thursday,23,ARCADIA ST,42.302027,-71.060565,"(42.30202700, -71.06056500)"
436854,202038645,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,77,0,6/2/2020 20:00,2020,6,Tuesday,20,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
436424,202039106,1402,VANDALISM,E5,691,0,6/2/2020 17:00,2020,6,Tuesday,17,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
431375,202044555,3301,VERBAL DISPUTE,C11,340,0,6/25/2020 8:48,2020,6,Thursday,8,DRAPER ST,42.305407,-71.065471,"(42.30540700, -71.06547100)"
431244,202044695,3201,PROPERTY - LOST/ MISSING,D4,167,0,6/24/2020 17:00,2020,6,Wednesday,17,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
431626,202044286,3301,VERBAL DISPUTE,D4,905,0,6/24/2020 11:12,2020,6,Wednesday,11,E BROOKLINE ST,42.338696,-71.071398,"(42.33869600, -71.07139800)"
427357,202048846,3006,SICK/INJURED/MEDICAL - PERSON,C11,340,0,7/10/2020 23:51,2020,7,Friday,23,BOWDOIN ST,42.307038,-71.066153,"(42.30703800, -71.06615300)"
444638,202030283,619,LARCENY ALL OTHERS,B3,408,0,4/30/2020 13:42,2020,4,Thursday,13,CEDAR ST,42.272376,-71.075242,"(42.27237600, -71.07524200)"
441199,202033963,3005,SICK ASSIST,B2,603,0,5/16/2020 13:54,2020,5,Saturday,13,TREMONT ST,42.333806,-71.103778,"(42.33380600, -71.10377800)"
432520,202043324,3501,MISSING PERSON,B2,281,0,6/20/2020 21:00,2020,6,Saturday,21,GREENVILLE ST,42.326967,-71.080519,"(42.32696700, -71.08051900)"
438316,202037070,3207,PROPERTY - FOUND,D14,795,0,5/29/2020 11:09,2020,5,Friday,11,ARMINGTON ST,42.352589,-71.136834,"(42.35258900, -71.13683400)"
440345,202034890,3301,VERBAL DISPUTE,C11,403,0,5/20/2020 17:23,2020,5,Wednesday,17,HURLCROFT AVE,42.2821,-71.065811,"(42.28210000, -71.06581100)"
464751,202008663,614,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,82,0,1/31/2020 15:15,2020,1,Friday,15,BATTERY WHRF,42.366903,-71.05071,"(42.36690300, -71.05071000)"
470033,202002905,801,ASSAULT - SIMPLE,A7,6,0,1/11/2020 19:07,2020,1,Saturday,19,SARATOGA ST,42.385727,-71.004154,"(42.38572700, -71.00415400)"
456293,202017840,3301,VERBAL DISPUTE,B2,291,0,3/5/2020 11:25,2020,3,Thursday,11,GARDNER ST,42.329862,-71.094254,"(42.32986200, -71.09425400)"
450760,202023757,3018,SICK/INJURED/MEDICAL - POLICE,A1,77,0,3/19/2020 0:38,2020,3,Thursday,0,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
456148,202018001,2007,VIOLATION - RESTRAINING ORDER (NO ARREST),E18,520,0,3/5/2020 20:04,2020,3,Thursday,20,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
431857,202044038,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,6/23/2020 16:20,2020,6,Tuesday,16,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
447260,202027497,801,ASSAULT - SIMPLE,D4,618,0,4/16/2020 17:21,2020,4,Thursday,17,FENWAY,42.342278,-71.091521,"(42.34227800, -71.09152100)"
467809,202005308,2671,VIOLATION - HARASSMENT PREVENTION ORDER,E18,522,0,1/20/2020 16:56,2020,1,Monday,16,HYDE PARK AVE,42.251894,-71.125353,"(42.25189400, -71.12535300)"
440770,202034435,301,ROBBERY,B2,282,0,5/18/2020 18:00,2020,5,Monday,18,WASHINGTON ST,42.329258,-71.084824,"(42.32925800, -71.08482400)"
434353,202041356,3005,SICK ASSIST,E13,574,0,6/13/2020 15:18,2020,6,Saturday,15,OPHIR ST,42.310876,-71.104445,"(42.31087600, -71.10444500)"
429171,202046918,3301,VERBAL DISPUTE,E18,481,0,7/3/2020 20:40,2020,7,Friday,20,HOLLINGSWORTH ST,42.268094,-71.099099,"(42.26809400, -71.09909900)"
433932,202041805,801,ASSAULT - SIMPLE,E18,530,0,6/15/2020 13:18,2020,6,Monday,13,READVILLE ST,42.239491,-71.135954,"(42.23949100, -71.13595400)"
453376,202020956,801,ASSAULT - SIMPLE,D4,903,0,3/15/2020 1:00,2020,3,Sunday,1,TREMONT ST,42.33766,-71.083392,"(42.33766000, -71.08339200)"
461416,202012300,3005,SICK ASSIST,E13,634,0,2/14/2020 9:39,2020,2,Friday,9,CENTRE ST,42.320154,-71.111198,"(42.32015400, -71.11119800)"
441714,202033408,801,ASSAULT - SIMPLE,E18,481,0,5/14/2020 12:13,2020,5,Thursday,12,CUMMINS HWY,42.269629,-71.097163,"(42.26962900, -71.09716300)"
448379,202026314,801,ASSAULT - SIMPLE,E13,639,0,4/10/2020 21:36,2020,4,Friday,21,ROBINWOOD AVE,42.31624,-71.11267,"(42.31624000, -71.11267000)"
442063,202033035,1402,VANDALISM,D14,774,0,5/12/2020 5:55,2020,5,Tuesday,5,STRATHMORE RD,42.339286,-71.153348,"(42.33928600, -71.15334800)"
469399,202003597,617,LARCENY THEFT FROM BUILDING,D4,134,0,1/14/2020 9:38,2020,1,Tuesday,9,BOYLSTON ST,42.350958,-71.074127,"(42.35095800, -71.07412700)"
444807,202030101,423,ASSAULT - AGGRAVATED,B2,330,0,4/29/2020 15:29,2020,4,Wednesday,15,SEAVER ST,42.305053,-71.084036,"(42.30505300, -71.08403600)"
431604,202044309,3802,M/V ACCIDENT - PROPERTY DAMAGE,B2,316,0,6/24/2020 12:46,2020,6,Wednesday,12,SEAVER ST,42.310271,-71.092493,"(42.31027100, -71.09249300)"
430552,202045434,614,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,331,0,6/28/2020 12:18,2020,6,Sunday,12,COLUMBIA RD,42.314188,-71.067663,"(42.31418800, -71.06766300)"
459635,202014218,3207,PROPERTY - FOUND,D14,806,0,2/21/2020 15:22,2020,2,Friday,15,WESTERN AVE,42.362239,-71.141741,"(42.36223900, -71.14174100)"
471469,202001351,2007,VIOLATION - RESTRAINING ORDER (NO ARREST),A15,60,0,1/6/2020 11:01,2020,1,Monday,11,CITY SQ,42.37196,-71.06217,"(42.37196000, -71.06217000)"
443364,202031650,801,ASSAULT - SIMPLE,A7,3,0,5/6/2020 12:10,2020,5,Wednesday,12,SARATOGA ST,42.384239,-71.000039,"(42.38423900, -71.00003900)"
450070,202024498,3018,SICK/INJURED/MEDICAL - POLICE,A7,28,0,3/20/2020 23:30,2020,3,Friday,23,PARIS ST,42.370817,-71.03929,"(42.37081700, -71.03929000)"
445834,202029006,3006,SICK/INJURED/MEDICAL - PERSON,E13,639,0,4/24/2020 10:31,2020,4,Friday,10,ROBINWOOD AVE,42.316687,-71.112612,"(42.31668700, -71.11261200)"
447795,202026930,2610,TRESPASSING,B3,465,0,4/14/2020 0:00,2020,4,Tuesday,0,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
441107,202034065,3115,INVESTIGATE PERSON,E13,572,0,5/17/2020 0:25,2020,5,Sunday,0,WALNUT AVE,42.311398,-71.097808,"(42.31139800, -71.09780800)"
466787,202006447,3018,SICK/INJURED/MEDICAL - POLICE,D4,167,0,1/24/2020 14:00,2020,1,Friday,14,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
461684,202011989,614,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,432,0,2/12/2020 19:00,2020,2,Wednesday,19,BALLOU AVE,42.287072,-71.080824,"(42.28707200, -71.08082400)"
453587,202020736,801,ASSAULT - SIMPLE,C11,257,0,3/15/2020 19:47,2020,3,Sunday,19,JEROME ST,42.314822,-71.065241,"(42.31482200, -71.06524100)"
445851,202028988,3410,TOWED MOTOR VEHICLE,D14,787,0,4/24/2020 8:30,2020,4,Friday,8,SUTHERLAND RD,42.340233,-71.148006,"(42.34023300, -71.14800600)"
432554,202043286,3207,PROPERTY - FOUND,B2,291,0,6/20/2020 17:30,2020,6,Saturday,17,COLUMBUS AVE,42.329873,-71.095907,"(42.32987300, -71.09590700)"
468228,202004867,3029,PRISONER - SUICIDE / SUICIDE ATTEMPT,B2,282,0,1/18/2020 19:51,2020,1,Saturday,19,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
451811,202022635,724,AUTO THEFT,A7,28,0,3/23/2020 10:00,2020,3,Monday,10,PARIS ST,42.370817,-71.03929,"(42.37081700, -71.03929000)"
447180,202027578,3301,VERBAL DISPUTE,E18,493,0,4/17/2020 9:32,2020,4,Friday,9,WOOD AVE,42.265214,-71.110241,"(42.26521400, -71.11024100)"
429893,202046136,3115,INVESTIGATE PERSON,E18,520,0,7/1/2020 8:13,2020,7,Wednesday,8,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
449774,202024820,3006,SICK/INJURED/MEDICAL - PERSON,E18,530,0,4/3/2020 13:59,2020,4,Friday,13,READVILLE ST,42.240774,-71.135368,"(42.24077400, -71.13536800)"
448766,202025907,3301,VERBAL DISPUTE,C11,345,0,4/6/2020 15:00,2020,4,Monday,15,RIDGEWOOD ST,42.302094,-71.065751,"(42.30209400, -71.06575100)"
468302,202004788,3112,LANDLORD - TENANT,E13,582,0,1/18/2020 13:55,2020,1,Saturday,13,CREIGHTON ST,42.323484,-71.10813,"(42.32348400, -71.10813000)"
434426,202041279,3006,SICK/INJURED/MEDICAL - PERSON,D4,156,0,6/13/2020 10:25,2020,6,Saturday,10,MASSACHUSETTS AVE,42.337607,-71.078258,"(42.33760700, -71.07825800)"
444594,202030329,3114,INVESTIGATE PROPERTY,C6,936,0,4/30/2020 15:42,2020,4,Thursday,15,W SEVENTH ST,42.336485,-71.054245,"(42.33648500, -71.05424500)"
434758,202040906,3115,INVESTIGATE PERSON,D14,797,0,6/12/2020 0:50,2020,6,Friday,0,COMMONWEALTH AVE,42.351705,-71.119899,"(42.35170500, -71.11989900)"
428408,202047723,3005,SICK ASSIST,E13,508,0,7/6/2020 22:08,2020,7,Monday,22,HYDE PARK AVE,42.291436,-71.117966,"(42.29143600, -71.11796600)"
435237,202040371,1402,VANDALISM,D4,167,0,6/9/2020 20:00,2020,6,Tuesday,20,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
453664,202020656,423,ASSAULT - AGGRAVATED,E5,550,0,3/15/2020 3:16,2020,3,Sunday,3,BLUE LEDGE DR,42.273482,-71.137795,"(42.27348200, -71.13779500)"
454574,202019689,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1,112,0,3/11/2020 19:17,2020,3,Wednesday,19,WASHINGTON ST,42.355123,-71.060879,"(42.35512300, -71.06087900)"
448513,202026171,3005,SICK ASSIST,C11,338,0,4/10/2020 10:33,2020,4,Friday,10,HANCOCK ST,42.310433,-71.06134,"(42.31043300, -71.06134000)"
444166,202030786,3502,MISSING PERSON - LOCATED,E13,916,0,5/2/2020 13:03,2020,5,Saturday,13,PARKER ST,42.324694,-71.100879,"(42.32469400, -71.10087900)"
467797,202005320,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,1/16/2020 20:30,2020,1,Thursday,20,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
